中,a
扎,aa
眨,aab
眨,aabj
齄,aabm
蚱,aac
蚱,aacv
渣,aad
渣,aadm
扎,aaf
扎,aafl
揸,aafm
诈,aai
诈,aaiv
痄,aaj
痄,aajv
轧,aal
轧,aall
榨,aam
查,aamb
札,aaml
楂,aamm
栅,aamn
榨,aamn
闸,aan
闸,aanq
哳,aaof
吒,aaoj
喳,aaom
咤,aaon
砟,aap
砟,aapv
炸,aar
炸,aarv
猹,aasm
乍,aav
乍,aavg
铡,aaz
铡,aazr
盏,ada
盏,adaq
瞻,adb
瞻,adbh
沾,add
湛,addb
沾,addl
崭,ade
崭,adel
搌,adf
搌,adfp
詹,adh
詹,adhj
蘸,adhq
站,adi
颤,adid
谵,adih
站,adil
颤,adit
旃,adiv
战,adl
战,adla
斩,adlj
毡,adll
占,adlo
辗,adlp
栈,adm
栈,adma
展,adp
展,adph
绽,adw
绽,adwn
粘,adx
粘,adxl
着,ae
浙,aed
浙,aedf
折,aef
蛰,aef
蜇,aefc
摺,aefe
折,aefj
哲,aefo
着,aeg
着,aegb
蔗,aeh
蔗,aehj
谪,aei
谪,aeii
这,aeiz
者,aej
者,aejb
鹧,aejs
遮,aejz
辙,ael
辙,aeli
辄,aelp
柘,aem
柘,aemp
嘀,aeo
嘀,aeoi
磔,aep
磔,aepd
褚,aet
褶,aete
褚,aetj
赭,aey
赭,aeyj
喆,aeyy
锗,aez
锗,aezj
张,af
嫜,afai
蟑,afc
蟑,afci
涨,afd
漳,afdi
涨,afdw
帐,afe
幛,afe
嶂,afei
帐,afek
璋,afg
璋,afgi
彰,afi
章,afi
彰,afij
鄣,afip
章,afix
瘴,afj
瘴,afji
长,afk
长,afkd
杖,afm
樟,afmi
杖,afmx
胀,afn
胀,afnk
障,afp
障,afpi
账,afr
账,afrk
獐,afs
獐,afsi
仗,afv
仉,afvw
仗,afvx
掌,afw
掌,afwf
张,afwk
丈,afx
丈,afxd
拽,ag
拽,agf
拽,agfb
嘬,agob
摘,ah
翟,ahe
翟,ahev
摘,ahf
摘,ahfi
斋,ahi
斋,ahit
瘵,ahjx
窄,ahn
宅,ahnj
寨,ahnm
窄,ahnv
债,ahv
债,ahvy
砦,ahyp
只,ai
氏,aic
氏,aica
蛭,aicu
